Date,Tweet,City,Country,Order
Tue Mar 27 18:54:02 +0000 2018,It's not even fair to get this sick with the flu 2 years in a row.  ,none,none,199
Tue Mar 27 18:54:05 +0000 2018,griff just called me &amp; told me he’s been sleeping all day bc he has the stomach flu &amp; his birthday is thursday &amp; we’re going to the cavs game friday so he better get better lemme tell ya,none,none,200
Tue Mar 27 18:54:09 +0000 2018,so tired of yakking f u stomach flu,none,none,201
Tue Mar 27 18:54:24 +0000 2018,Legit got the flu at the worst time possible,none,none,202
Tue Mar 27 18:54:25 +0000 2018,Starting to have a sore throat... That's how colds or the flu usually start with me... Which would be just oh so great as I'm about to have a few days of free time next week... Meh ,none,none,203
Tue Mar 27 18:54:30 +0000 2018,  This flu must not even try me abeg o ......,none,none,204
Tue Mar 27 18:54:32 +0000 2018," No not flu. It's that mad cold that people have had since Christmas. Mad coughing and bunged up feeling. It keeps coming and going with me, but got worse last night",none,none,205
Tue Mar 27 18:54:35 +0000 2018,  CDC warns of second wave of flu virus  ,none,none,206
Tue Mar 27 18:54:48 +0000 2018,"  A second wave of flu may be on the way, according to the CDC ",none,none,207
Tue Mar 27 18:54:57 +0000 2018,CDC warns second wave of flu has begun –  ,Timbungu,none,208
Tue Mar 27 18:55:46 +0000 2018,  CDC warns of second wave of flu virus  ,none,none,210
Tue Mar 27 18:56:06 +0000 2018,CDC warns of second wave of flu virus  ,none,none,211
Tue Mar 27 18:56:09 +0000 2018,  CDC warns of second wave of flu virus  ,none,none,212
Tue Mar 27 18:56:11 +0000 2018,  CDC warns of second wave of flu virus  ,none,none,213
Tue Mar 27 18:56:33 +0000 2018,"Alcohol kills bacteria. If I drink enough, this flu will go away",none,none,214
Tue Mar 27 18:56:39 +0000 2018,Pretty sure I'm getting the flu. Again,none,none,215
Tue Mar 27 18:56:43 +0000 2018," 16 days since I came down with man-flu and I'm  still knackered, falling asleep at the drop of a hat. Must be my age.",none,none,216
Tue Mar 27 18:56:44 +0000 2018,"  Alcohol kills bacteria. If I drink enough, this flu will go away",none,none,217
Tue Mar 27 18:56:51 +0000 2018,#CDC warns of second wave of flu #virus - Mar 27 @ 2:56 PM ET  ,none,none,218
Tue Mar 27 18:57:09 +0000 2018,"  Alcohol kills bacteria. If I drink enough, this flu will go away",none,none,219
Tue Mar 27 18:57:32 +0000 2018,Man the flu is getting worse ,none,none,220
Tue Mar 27 18:57:59 +0000 2018,"  Alcohol kills bacteria. If I drink enough, this flu will go away",none,none,221
Tue Mar 27 18:58:14 +0000 2018,I MIGHT be getting the flu,none,none,222
Tue Mar 27 18:58:16 +0000 2018,This flu is here to frustrate me ,none,none,223
Tue Mar 27 18:58:19 +0000 2018,Can’t believe I got the flu ,none,none,224
Tue Mar 27 18:58:25 +0000 2018,i thought i had a cold but i think it’s the flu ,none,none,225
Tue Mar 27 18:58:32 +0000 2018,ThedaCareHealth says the flu restrictions will be lifted Saturday but visitors should still wear masks and wash hands:  ,none,none,226
Tue Mar 27 18:58:46 +0000 2018,  CDC warns second wave of flu has begun  ,none,none,227
Tue Mar 27 18:59:01 +0000 2018,"  A second wave of flu may be on the way, according to the CDC ",none,none,228
Tue Mar 27 18:59:03 +0000 2018,"  A second wave of flu may be on the way, according to the CDC ",none,none,229
Tue Mar 27 18:59:16 +0000 2018,CDC warns of second wave of flu virus...second wave especially impacts children. :( #flu #children ,none,none,230
Tue Mar 27 18:59:32 +0000 2018,  This flu must not even try me abeg o ......,none,none,231
Tue Mar 27 18:59:47 +0000 2018,*person with cold/flu walks into the room*  me: THE PLAGUE,none,none,232
Tue Mar 27 18:59:54 +0000 2018,"A Second Wave of Flu May Be On the Way, CDC Warns - TIME  #health",none,none,233
Tue Mar 27 19:00:04 +0000 2018,"A Second Wave of Flu May Be On the Way, CDC Warns - TIME  #health",none,none,234
Tue Mar 27 19:00:06 +0000 2018,CDC says 2nd wave of flu virus B has started  ,none,none,235
Tue Mar 27 19:00:17 +0000 2018,"It's not too late to get a flu shot! 2018 May Have a Second Wave, CDC Says | Time ",none,none,236
Tue Mar 27 19:00:37 +0000 2018, I think it came from when phil got his flu jab bc in school whoever got an injection got punched,none,none,237
Tue Mar 27 19:00:41 +0000 2018, Ewwwwww nooo I have the flu ,none,none,238
Tue Mar 27 19:00:51 +0000 2018,  i done caught the flu  ,none,none,239
Tue Mar 27 19:01:02 +0000 2018,  lmk why when i went to the doctor they said i have flu B an my dad said “suu whoop” i hate him,none,none,240
Wed Mar 28 17:54:45 +0000 2018, Trying to rest I am with fever and flu,none,none,241
Wed Mar 28 18:00:33 +0000 2018, Just getting over the flu. I'm on day 10 of this miserable thing. Hoping you feel better soon. Plenty of fluids and rest. God Bless you.,none,none,242
Wed Mar 28 18:00:36 +0000 2018,  CDC warns of 2nd wave of flu hitting US and the latest strain impacts small children more severely. DETAILS: ,none,none,243
Wed Mar 28 18:00:39 +0000 2018,  CDC warns of 2nd wave of flu hitting US ,none,none,244
Wed Mar 28 18:00:52 +0000 2018,Pink postpones Montreal concert as she and family battle flu  by   ,none,none,245
Wed Mar 28 18:00:54 +0000 2018,Up Now CDC warns of second wave of flu: How to separate fact from fiction  via  #paid #surveys ,none,none,246
Wed Mar 28 18:00:59 +0000 2018,America Braces For Epidemic of Projectile Vomiting and Explosive Diarrhea #CDC #flu  ,none,none,247
Wed Mar 28 18:01:01 +0000 2018,Man flu just in time for the Easter weekend. - feeling lucky ,none,none,248
Wed Mar 28 18:01:11 +0000 2018,"Influenza B may start a second wave of flu. A Second Wave of #Flu May Be On the Way, #CDC Warns. #influenzaB  ",none,none,249
Wed Mar 28 18:01:18 +0000 2018,"Man, when I was a kid not even the worst flu/pneumonia/bronchitis could slow me down.  Now? A common cold throws me off for like 2 weeks.",none,none,250
Wed Mar 28 18:01:32 +0000 2018,"New Mexico boy, 9, with flu-like symptoms diagnosed with rodent-carried Hantavirus  #FoxNews",none,none,251
Wed Mar 28 18:01:41 +0000 2018,  CDC warns of 2nd wave of flu hitting US and the latest strain impacts small children more severely. DETAILS: ,none,none,252
Wed Mar 28 18:01:48 +0000 2018,  CDC warns of 2nd wave of flu hitting US ,none,none,253
Wed Mar 28 18:01:52 +0000 2018,"  New Mexico boy, 9, with flu-like symptoms diagnosed with rodent-carried Hantavirus  #FoxNews",none,none,254
Wed Mar 28 18:01:54 +0000 2018, I feel for you. I've had my flu shot but it feels like I got the flu anyway. Hang in there.,none,none,255
Wed Mar 28 18:02:11 +0000 2018, Great! Thanks for brightening my lousy flu-filled week!,none,none,256
Wed Mar 28 18:02:33 +0000 2018,  Fighting the flu friends but will be posting numerous Q memes with important facts to share. Also working on promoting key can…,none,none,257
Wed Mar 28 18:02:37 +0000 2018,  CDC warns of 2nd wave of flu hitting US  ,none,none,258
Wed Mar 28 18:03:24 +0000 2018,  CDC warns of 2nd wave of flu hitting US and the latest strain impacts small children more severely. DETAILS: ,none,none,259
Wed Mar 28 18:03:36 +0000 2018,Word on the street is that a second wave of flu has struck parts of the United States.  Alleviate your flu worries with the Halo Disinfection System®.   ,none,none,260
Wed Mar 28 18:03:37 +0000 2018,"This stomach flu has kicked my butt I’ve been sick for three days, and have had a headache for two. Still haven’t ate solid foods. Alex also has it, and our whole house. I hope and pray no one else does it sucks..",none,none,261
Wed Mar 28 18:03:42 +0000 2018,Dealing with the Flu in the Workplace ,none,none,262
Wed Mar 28 18:03:43 +0000 2018,I barely survived the first flu wave in February. Not again ,none,none,263
Wed Mar 28 18:04:26 +0000 2018,  #wonderfulNOT America Braces For Epidemic of Projectile Vomiting and Explosive Diarrhea #CDC #flu ,none,none,264
Wed Mar 28 18:04:43 +0000 2018,"This Man-Flu is killing me, if I don’t make it through the night, thanks everyone, it’s been a great ride.....",none,none,265
Wed Mar 28 18:04:57 +0000 2018,The only Mc with a Flu... I rhyme sick #Brooklynsfinest,none,none,266
Wed Mar 28 18:05:01 +0000 2018,  CDC warns of 2nd wave of flu hitting US and the latest strain impacts small children more severely. DETAILS: ,none,none,267
Wed Mar 28 18:05:10 +0000 2018,  CDC warns of 2nd wave of flu hitting US and the latest strain impacts small children more severely. DETAILS: ,none,none,268
Wed Mar 28 18:05:14 +0000 2018,  Fighting the flu friends but will be posting numerous Q memes with important facts to share. Also working on promoting key can…,none,none,269
Wed Mar 28 18:06:16 +0000 2018,  Fighting the flu friends but will be posting numerous Q memes with important facts to share. Also working on promoting key can…,none,none,272
Wed Mar 28 18:06:33 +0000 2018,I ate some sour cream chips earlier and now I am the absolute most nauseous I have been since I had the flu oh my shit,none,none,274
Wed Mar 28 18:06:34 +0000 2018,Man flu gripping me,none,none,275
Wed Mar 28 18:06:36 +0000 2018,  The CDC Is Warning Of A Second Wave Of The Flu ,none,none,276
Wed Mar 28 18:06:44 +0000 2018," Had a really bad stomach flu, which means that I'm really dehydrated and weak, so my anxiety kicks in really bad and just makes everything worse",none,none,277
Wed Mar 28 18:06:46 +0000 2018,"Fine all day, now feel like I’m 2/3 if way to brewing full blown flu . Time for a dinner of paracetamol and an old childhood comfort food of Heinz Big soup over pasta followed by an early bed",none,none,278
Wed Mar 28 18:07:03 +0000 2018,  Amacherry ngoThanda uLinda? And Dont mind the voice im dying coz of flu ,none,none,279
Wed Mar 28 18:07:11 +0000 2018,  CDC warns of 2nd wave of flu hitting US and the latest strain impacts small children more severely. DETAILS: ,Texas,none,280
Wed Mar 28 18:07:46 +0000 2018,CDC warns of 2nd wave of flu hitting US ,none,none,282
Wed Mar 28 18:07:54 +0000 2018,"My doctor trynna give me a flu shot girl I gotta go to work, I don’t have time to die on the way. No thank you.",none,none,283
Wed Mar 28 18:08:08 +0000 2018," Thank you, hopefully I’m over it by tomorrow. I’m definitely dodging the flu.",none,none,284
Wed Mar 28 18:08:17 +0000 2018,I’m 98% sure I have the damn flu please tell me why I’m still at work...,none,none,285
Wed Mar 28 18:08:24 +0000 2018,"  Like contracting a virulent flu, the NDP is a scourge that needs to be excised from Alberta, come election day.",none,none,286
Wed Mar 28 18:08:26 +0000 2018, Oh a flu?!? I’m so tired I’m not very well,none,none,287
Wed Mar 28 18:09:38 +0000 2018,I swear i better not have the damn flu,none,none,288
Wed Mar 28 18:10:04 +0000 2018,Time to find out if I’ve got the flu,none,none,289
Wed Mar 28 18:10:48 +0000 2018,  Fighting the flu friends but will be posting numerous Q memes with important facts to share. Also working on promoting key can…,none,none,290
Wed Mar 28 18:10:56 +0000 2018,"Nothing like a good bout of stomach flu to utterly ruin last week. When I got back on snow on Monday, I wasn't sure that my body still knew how to ski... and it still feels a bit strange.",none,none,291
Wed Mar 28 18:11:14 +0000 2018,  Fighting the flu friends but will be posting numerous Q memes with important facts to share. Also working on promoting key can…,none,none,292
Wed Mar 28 18:12:24 +0000 2018,It’s time to draw up my will bc this flu wants kill me. Ohmygod,none,none,293
Wed Mar 28 18:12:42 +0000 2018,  Fighting the flu friends but will be posting numerous Q memes with important facts to share. Also working on promoting key can…,none,none,294
Wed Mar 28 18:13:21 +0000 2018,  CDC warns of 2nd wave of flu hitting US ,none,none,295
Wed Mar 28 18:13:31 +0000 2018,  Fighting the flu friends but will be posting numerous Q memes with important facts to share. Also working on promoting key can…,none,none,296
Wed Mar 28 18:13:33 +0000 2018,CDC: Parents of young children need to be vigilant of 2nd wave of flu virus -- B strain.  ,none,none,297
Wed Mar 28 18:13:47 +0000 2018,  Fighting the flu friends but will be posting numerous Q memes with important facts to share. Also working on promoting key can…,none,none,298
Wed Mar 28 18:13:58 +0000 2018,  One minute reviews (episode 1): flu game by big homie joe. #fuck6ix9ine  ,none,none,299
Wed Mar 28 18:14:02 +0000 2018,  Fighting the flu friends but will be posting numerous Q memes with important facts to share. Also working on promoting key can…,none,none,300
Wed Mar 28 18:14:25 +0000 2018,  CDC warns of 2nd wave of flu hitting US ,none,none,301
Wed Mar 28 18:15:07 +0000 2018,"A Second Wave of Flu May Be On the Way: ""Even those who already got the flu this year may not be safe""    ",none,none,302
Wed Mar 28 18:16:00 +0000 2018,  Fighting the flu friends but will be posting numerous Q memes with important facts to share. Also working on promoting key can…,none,none,303
Wed Mar 28 18:16:36 +0000 2018," Hah! But you're welcome to! Not missing much, been stricken by flu for half a week now, brain is scattered and I think my form is off! Shouldn't tweet really!",none,none,304
Wed Mar 28 18:16:38 +0000 2018,hahahah i have the flu i think hahaha fuck me ,none,none,305
Wed Mar 28 18:16:56 +0000 2018,  CDC warns of 2nd wave of flu hitting US and the latest strain impacts small children more severely. DETAILS: ,none,none,306
Wed Mar 28 18:17:04 +0000 2018,“Um I can’t come in today think I done came down with the flu”    ,none,none,307
Wed Mar 28 18:17:11 +0000 2018," Omg..this poor, poor girl I've been sick for 2 days and kicking myself for not getting the flu shot, I just don't fully trust it..now you'll see why. I still can't believe this..",none,none,308
Wed Mar 28 18:17:45 +0000 2018,"Period cramps, and the flu with a migraine that is killing me.. i mean honestly. Life can throw whatever at me now, doesn’t make a difference",none,none,309
Wed Mar 28 18:17:46 +0000 2018,Someone needs to explain to me how Weed has been decriminalised yes but it’s not legal and yet this is a thing that can happen? Did weed get totally legalized while I had the flu?? ,none,none,310
Wed Mar 28 18:17:54 +0000 2018,  Fighting the flu friends but will be posting numerous Q memes with important facts to share. Also working on promoting key can…,none,none,311
Wed Mar 28 18:18:11 +0000 2018,This week two days I went to work even though I was sick. Today I was struggling but still went to work and I felt like I should go to a doctor! Glad I did! Flu will keep me at home for 4-5 days! This has been a bad year with a flu!,none,none,312
Wed Mar 28 18:18:58 +0000 2018,And my flu came back,none,none,313
Wed Mar 28 18:19:11 +0000 2018,  Fighting the flu friends but will be posting numerous Q memes with important facts to share. Also working on promoting key can…,none,none,314
Wed Mar 28 18:19:18 +0000 2018,It's my birthday today and I have a stomach flu and I feel like I'm dying omg,none,none,315
Wed Mar 28 18:19:29 +0000 2018,"I dream of the day when I am strong again . I was able to pass strength and balance at the neurologist, but lots of twitching. If that's the worse symptom hooray. But regaining my energy seems to be a bitch. Fuck MS, fuck the flu and secondary infections. I spent yesterday i…",none,none,316
