Date,Tweet,City,Country
Mon Apr 16 18:51:19 +0000 2018,Rana is ill with the cold/flu and Kate still wants to sleep with her.  #Corrie,none,none
Mon Apr 16 18:51:39 +0000 2018,There is a serious cold/flu-like sickness sweeping through Knoxville that has now descended upon the fine people at   Please keep us in your T’s &amp; P’s.,none,none
Mon Apr 16 18:51:52 +0000 2018,"  In 1918, a new influenza virus emerged causing a pandemic that killed at least 50 million people worldwide. CDC marks 100 years…",none,none
Mon Apr 16 18:52:02 +0000 2018,"Unfortunately, I came up with the flu today so there will be no stream but I will stream on Friday to make it up. Sorry for the no stream today guys :(",none,none
Mon Apr 16 18:52:03 +0000 2018,"  Indeed! I would also argue that most of us are ""contagious"" and able to shed/transmit microbes beyond the usual recommenda…",none,none
Mon Apr 16 18:52:09 +0000 2018,low carb flu is it real dr. oz show,none,none
Mon Apr 16 18:52:18 +0000 2018,Kate is definitely going have a nasty flu #Corrie ,none,none
Mon Apr 16 18:52:25 +0000 2018,Spreading the love today who want a head cold / flu or what ever this is ? Holler will cough in yo inbox lol   Blah my brain is ick :(,none,none
Mon Apr 16 18:52:44 +0000 2018," This damned flu like near killed me bubba...... I'm still hacking my lungs out... and the crud has been ""supposedly"" gone for  almost a week...  It'll be a while before I can spark up any Cubanos...",none,none
Mon Apr 16 18:53:01 +0000 2018, #BigDawg told you stay down bro  #iMAXXX #MOBBOYZ ,none,none
Mon Apr 16 18:53:05 +0000 2018,  Sick swag got the flu ahhchoo  #IMAXXX,none,none
Mon Apr 16 18:53:18 +0000 2018,Wonder if he’s going to come down with the flu before tonight ? ,none,none
Mon Apr 16 18:53:21 +0000 2018,"Swine flu , Listeriosis now Salmonella what's next? ",none,none
Mon Apr 16 18:53:21 +0000 2018,If you had worn me instead of that horrible grey coat you wouldn’t have got the flu!  this is what you get for not choosing the right coats,none,none
Mon Apr 16 18:53:37 +0000 2018,  ICYMI on Connections: When could we see the next flu pandemic?  ,none,none
Mon Apr 16 18:53:43 +0000 2018,  am i seriously the only one grossed out that kana keep kissing while rana is a literal snot ball with the flu? kate sweetie l…,none,none
Mon Apr 16 18:53:46 +0000 2018,  Two strains of influenza are currently circulating in Europe. Science and funding must remain focused on [the need for…,none,none
Mon Apr 16 18:54:02 +0000 2018,"Well, I was GONNA maybe buy some groceries but I guess that’ll have to wait a moment because avoiding the flu be spensive af ",none,none
Mon Apr 16 18:54:13 +0000 2018,I get chills with every song change in this performance. I feel like I have the flu,none,none
Mon Apr 16 18:54:28 +0000 2018, It was a rough flu season... not to be taken lightly.,none,none
Mon Apr 16 18:54:41 +0000 2018,  What About Fluoride in Drinking Water? - I Like My Teeth ,none,none
Mon Apr 16 18:54:59 +0000 2018,"ELITE athlete, he had the flu in the NBA playoffs, but no matter the circumstance he still played to help lead the bulls in the series. ",none,none
Mon Apr 16 18:54:59 +0000 2018,"flu on the east coast especially upstate NY area, could be anything, like whenever I get flu, I throw out any open jars, aging vegetable matter out in the trash not because of salmonella but I could be re-infecting myself.",none,none
Mon Apr 16 18:55:07 +0000 2018,PSA: This it not recommended! Get your flu shot! #CarrollUStopstheFlu #Vaccination ,none,none
Mon Apr 16 18:55:26 +0000 2018,HEY FOLKS I'm sorry to say that today's stream is cancelled. Everyone in the house currently has the flu. We'll be back Wednesday! #fb ,none,none
Mon Apr 16 18:55:34 +0000 2018,How could you be even kissing like that with the flu? Like u feel rotten #Corrie,none,none
Mon Apr 16 18:55:41 +0000 2018,"  Opinion: Due to understaffing, pharmacists are often too stretched giving flu shots, checking for drug interactions, answering ph…",none,none
Mon Apr 16 18:55:48 +0000 2018,What can be worst than Being sick during final exams??  #Flu #Cough  ,none,none
Mon Apr 16 18:56:11 +0000 2018,This Flu trynna put me in a body bag,none,none
Mon Apr 16 18:56:45 +0000 2018,  this app amazes me more &amp; more everyday I’m convinced y’all just like blaming people with mental illnesses for everything li…,none,none
Mon Apr 16 18:57:02 +0000 2018,Now I know Kate misses her girlfriend and everything but Rana still has the flu....   #Corrie,none,none
Mon Apr 16 18:57:05 +0000 2018,I drank benylin for flu and now I'm so so sleepy ,none,none
Mon Apr 16 18:57:30 +0000 2018,So I have food  poisoning and the flu. #DyingRN ,none,none
Mon Apr 16 18:57:39 +0000 2018,"I wasn't at all bothered by the bi-racial lesbian scene on Coronation Street . However , the poor hygiene of snogging a snottery , flu ridden partner sickened me.",none,none
Mon Apr 16 18:58:20 +0000 2018,  Washing your hands is one of the easiest ways to protect yourself and others from flu. See tips on how to wash your hands p…,none,none
Mon Apr 16 18:58:51 +0000 2018,  Scientists are studying how the flu spreads through a college campus  | Related LTO content http…,none,none
Mon Apr 16 18:59:06 +0000 2018,Woh oh... I feel something not really good in me - like when the flu is coming! #GoAway #,none,none
Mon Apr 16 18:59:18 +0000 2018,Gone out of winter flu bug season straight into pollen sneezing season. GRRRRR,none,none
Mon Apr 16 18:59:34 +0000 2018,Important read ,none,none
Mon Apr 16 18:59:38 +0000 2018, This makes being home with the stomach flu worth every single minute of my physical misery. ,none,none
Mon Apr 16 18:59:41 +0000 2018,Tip Of The Day Try this the next time you have the flu.  Joyce Brown CNC  #347-770-3438 ,none,none
Mon Apr 16 18:59:42 +0000 2018,"The #flu is unpredictable, almost impossible to predict when a particularly virulent strain will happen #JOU3372 (chart from  ",none,none
Mon Apr 16 18:59:45 +0000 2018,True love lmao ,none,none
Mon Apr 16 18:59:48 +0000 2018,   #BigDawg told you stay down bro  #iMAXXX #MOBBOYZ ,none,none
Mon Apr 16 18:59:53 +0000 2018,         The likes of NWO and The Murdochs + Rot…,none,none
Mon Apr 16 19:00:00 +0000 2018,  Important read ,none,none
Mon Apr 16 19:00:05 +0000 2018,"  To me, there will never be a football player as good as Walter Payton. He the MJ of the NFL, even had his own “flu game”…",none,none
Mon Apr 16 19:00:11 +0000 2018,"Weird, I had the same exact dream.  Need to lay off the flu meds. ",none,none
Mon Apr 16 19:00:10 +0000 2018,Except i woke up with the stomach flu and I’m mad at my mom for that.,none,none
Mon Apr 16 19:00:43 +0000 2018,   #BigDawg told you stay down bro  #iMAXXX #MOBBOYZ ,none,none
Mon Apr 16 19:00:45 +0000 2018,#Flu Taiwan launches flu prediction services  ,none,none
Mon Apr 16 19:00:48 +0000 2018,"Do you get the flu shot? More research is needed, but WebMD reports that a flu shot may guard against flu-related irregular heart rate and atrial fibrillation.",none,none
Mon Apr 16 19:01:01 +0000 2018,Did you know that  &amp;  have teamed up to provide you with a personally delivered &amp; administered flu shot this Wednesday? Tonight on Late Nights at 11pm  chats to Dr Charl van Loggernberg about the effectiveness of the vaccine. ,none,none
Mon Apr 16 19:01:11 +0000 2018, Wow that just looks like a painting! I hope you're feeling better soon. Kick that flu's butt!  Love ya ,none,none
Mon Apr 16 19:01:14 +0000 2018,I’m about to smoke while my ass knows I have the flu ,none,none
Mon Apr 16 19:01:28 +0000 2018,  Seasonal #flu activity continues to decline overall but persists in many parts of Canada.   Don’t let your guard down; ke…,none,none
Mon Apr 16 19:01:29 +0000 2018,"#MythMonday: It is better to get the flu than to get a flu vaccine  ***Getting the flu shot provides benefits, such as potential to reduce illness and prevent the time loss from work! #mythbusters #CarrollUStopstheFlu #mythmonday #getvaccinated",none,none
Mon Apr 16 19:01:29 +0000 2018,My answer to Can I eat a pizza which does not have cheese in it during stomach flu? ,none,none
Mon Apr 16 19:01:45 +0000 2018, Festival flu is a real thing,none,none
Mon Apr 16 19:02:08 +0000 2018,"This is honestly the worst time to get the flu  (not like there's any good time to have it, but yeah) ",none,none
Mon Apr 16 19:02:09 +0000 2018,  Sick swag got the flu ahhchoo  #IMAXXX,none,none
Mon Apr 16 19:02:14 +0000 2018,   #BigDawg told you stay down bro  #iMAXXX #MOBBOYZ ,none,none
Mon Apr 16 19:02:15 +0000 2018,"Having fully shaken off the man flu, we're back out &amp; about tomorrow. You'll be able to find us at the Aspect Arena #NonLeague #BeautifulGame15 ",none,none
Mon Apr 16 19:02:50 +0000 2018,Shit…Damn flu.,none,none
Mon Apr 16 19:02:53 +0000 2018," I won't say much, since it's full of surprises ... but it's about a horrible flu that breaks out and kills about 99% of the world population. But it's not the normal take on the post-apocalyptic setting. It's such a fresh vision of these kinds of stories. It's outstanding.",none,none
Mon Apr 16 19:03:06 +0000 2018,  #GirlTalkZA lemon and ginger are a powerful flu tonic and also promote weight-loss..give it a try this winter ,none,none
Mon Apr 16 19:03:07 +0000 2018,The only good thing about having the flu is the raspy voice from the voice box.,none,none
Mon Apr 16 19:03:30 +0000 2018," &amp;  are working together to help America Fight the Flu. The MPR-414F-PA, Biomedical Refrigerator and Freezer Combo, is more than 50% off!  ",none,none
Mon Apr 16 19:03:51 +0000 2018,"Whoever gave me the flu and an ear infection, yo momma a hoe",none,none
Mon Apr 16 19:04:06 +0000 2018, Hi Alan. We are in Ypres from 17th and then Number56 from the 20th. Are you out then would be great to meet up.  We are ok cancelled our March trip - down with the flu bug so grandads 100th walk never happened. Bit sad about that but couldn't get out of bed never mind into car! X,none,none
Mon Apr 16 19:04:10 +0000 2018,  Good morning!! I’m feeling much better after 24 hours of sleep. Still gonna take it easy. We’re thinking it was the flu. Ha…,none,none
Mon Apr 16 19:04:28 +0000 2018,the last one is my fave because ella really threw up on me one night when she had the flu,none,none
Mon Apr 16 19:04:34 +0000 2018,"  Sooooooo, I’m wondering. My daughter has local honey everyday on her yogurt. -for two years now.  Her twin brother. No h…",none,none
Mon Apr 16 19:05:08 +0000 2018,Receiving a TDAP or flu vaccination during your #pregnancy doesn't increase health risks to your infant. Via  ,none,none
Mon Apr 16 19:05:31 +0000 2018,  I’m about to smoke while my ass knows I have the flu ,none,none
Mon Apr 16 19:05:33 +0000 2018,"Good Afternoon Ms. Bucko, I am contacting you in reference to case number 2018 CF 0000250 - Keith Jordan. I am scheduled to appear tomorrow morning at 9:00, I have the flu and will not be able to make it. I would appreciate a continuance to anther date, thank you.",none,none
Mon Apr 16 19:05:45 +0000 2018,today’s been so bad and i think i have the stomach flu woohoooooooo :(,none,none
Mon Apr 16 19:05:47 +0000 2018,  one time a bunch of us got a VERY serious case of the flu and we just drank a bunch of orange juice and hoped for the best,none,none
Mon Apr 16 19:06:00 +0000 2018,"“People may call some allergies 'hay fever,' but do allergies cause cold and flu symptoms?” ",North Thoresby,none
Mon Apr 16 19:06:10 +0000 2018,This Garlic Soup Recipe Effectively Fights Flu and Colds  ,none,none
Mon Apr 16 19:06:28 +0000 2018,"After a couple of weeks of due to Easter eggs and the flu, I’ve made a slow but steady return to  ",none,GB
Mon Apr 16 19:06:37 +0000 2018, Lots of people got hit with the flu. Gutted but l come home on the 16th x,none,none
Mon Apr 16 19:06:56 +0000 2018,Flu is killing mee ,none,none
Mon Apr 16 19:07:03 +0000 2018,Hate the first hypersensitive stages of flu when you can smell the oxygen in air ,none,none
Mon Apr 16 19:07:08 +0000 2018,This flu is kicking my ass,none,none
Mon Apr 16 19:07:09 +0000 2018,Does it only happen on the 18th or it's starting in the day ? ,none,none
Mon Apr 16 19:07:19 +0000 2018,  Kate wasn't very germ conscious there was she with Rana   ? Hope she's had the flu jab. Clearly LAST thing on her mind !  #Corrie #Kana,none,none
Mon Apr 16 19:07:44 +0000 2018," is working on carrying a  turd baby to term after having had a black bean burger that was like ""eating a mountain lion with the flu"".  ""It was like Play-doh fun factory."" Question is, did  equip the star die or round?",none,none
Mon Apr 16 19:07:44 +0000 2018,"  Sooooooo, I’m wondering. My daughter has local honey everyday on her yogurt. -for two years now.  Her twin brother. No h…",none,none
Mon Apr 16 19:07:57 +0000 2018,"  Sooooooo, I’m wondering. My daughter has local honey everyday on her yogurt. -for two years now.  Her twin brother. No h…",none,none
Mon Apr 16 19:08:12 +0000 2018,Wonder if Sean Hannity is going to come down with a sudden bout of the flu?,none,none
Mon Apr 16 19:08:28 +0000 2018,"Over the last few weeks I have had 2 double ear infections, a sinus infection and now I have the flu ",none,none
Mon Apr 16 19:08:49 +0000 2018,Flu season isn't over yet!  Ck out this guide to managing household germs from  #generationgood ,none,none
Mon Apr 16 19:09:00 +0000 2018,The flu kicking my butt bey,none,none
Mon Apr 16 19:09:03 +0000 2018,  Dude that shit gave me the flu that BRICK,none,none
Mon Apr 16 19:09:03 +0000 2018,#Flu #and #white #spots in #throat #Black #chicks #who #like #white #guys  CLICK HERE   ,none,none
Mon Apr 16 19:09:11 +0000 2018,"My life is such a mess right now. Got the flu, my leg is barely healing and one of my contacts tore! ",none,none
Mon Apr 16 19:09:26 +0000 2018,"Ppl at my work hit me up sayin “can you take my shift I got the flu” like girl that’s the 8th time this year, you ever think about seein a doctor?",none,none
Mon Apr 16 19:09:28 +0000 2018,"Go home the day my sister just got done having the stomach flu... wake up this morning with extreme body pains. I swear if I get sick one more time this semester, I’m throwing hands and locking myself in a bubble",none,none
